max_depth,learning_rate,n_estimators,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
8,0.018161987231438408,102,5,0.7806355651570374,0.627642656595883,1.9322386401924234,0.0006609962128832725,7.644571357154109e-05
